train accuracy,train recall,train precision,train f1_score,validation accuracy,validation recall,validation precision,validation f1_score
0.981359649122807,0.9648173207036536,0.9889042995839112,0.9767123287671233,0.7691745799853908,0.6655052264808362,0.7549407114624506,0.7074074074074074
